,Year,Month,DayofMonth,DayOfWeek,DepTime,ArrTime,ArrDelay,AirTime,Distance,plane_age
2020747,2008,3,23,7,1720.0,1856.0,-1.0,68.0,421,15.0
2020748,2008,3,23,7,1232.0,1442.0,6.0,109.0,679,15.0
2020749,2008,3,23,7,1516.0,1633.0,-9.0,64.0,421,15.0
2020750,2008,3,23,7,649.0,817.0,-15.0,66.0,421,15.0
2020751,2008,3,23,7,902.0,1106.0,-13.0,99.0,679,15.0
2020752,2008,3,25,2,2032.0,2259.0,-7.0,123.0,834,15.0
2020753,2008,3,26,3,1657.0,1736.0,-30.0,27.0,183,15.0
2020754,2008,3,26,3,14.0,105.0,14.0,42.0,261,15.0
2020755,2008,3,26,3,1053.0,1347.0,-7.0,154.0,978,15.0
2020756,2008,3,26,3,1524.0,1615.0,-14.0,94.0,680,15.0
2020757,2008,3,26,3,1827.0,1858.0,-34.0,19.0,95,15.0
2020758,2008,3,26,3,2003.0,2134.0,-28.0,79.0,571,15.0
2020759,2008,3,26,3,733.0,1001.0,-16.0,127.0,859,15.0
2020760,2008,3,27,4,556.0,648.0,-17.0,41.0,261,15.0
2020761,2008,3,27,4,2109.0,2224.0,6.0,57.0,337,15.0
2020762,2008,3,27,4,1142.0,1235.0,-19.0,35.0,183,15.0
2020763,2008,3,27,4,804.0,943.0,-11.0,83.0,571,15.0
2020764,2008,3,27,4,1319.0,1612.0,-13.0,91.0,680,15.0
2020765,2008,3,27,4,1709.0,1937.0,-9.0,133.0,954,15.0
2020766,2008,3,27,4,1028.0,1104.0,-19.0,24.0,95,15.0
2020767,2008,3,28,5,759.0,933.0,0.0,55.0,337,15.0
2020768,2008,3,28,5,2032.0,2259.0,-7.0,127.0,834,15.0
2020769,2008,3,29,6,643.0,904.0,-11.0,124.0,933,15.0
2020770,2008,3,29,6,2208.0,107.0,20.0,212.0,1449,15.0
2020771,2008,3,29,6,1657.0,1950.0,-10.0,149.0,1050,15.0
2020772,2008,3,30,7,159.0,622.0,6.0,178.0,1449,15.0
2020773,2008,3,30,7,2205.0,24.0,25.0,118.0,956,15.0
2020774,2008,3,30,7,1110.0,1348.0,34.0,142.0,956,15.0
2020775,2008,3,30,7,752.0,1035.0,46.0,132.0,956,15.0
2020776,2008,3,31,1,1730.0,1816.0,10.0,35.0,183,15.0
2020777,2008,3,31,1,623.0,931.0,25.0,156.0,956,15.0
2020778,2008,3,31,1,1255.0,1513.0,33.0,113.0,697,15.0
2020779,2008,3,31,1,1556.0,1659.0,30.0,105.0,680,15.0
2020780,2008,3,31,1,1848.0,1925.0,-7.0,24.0,95,15.0
2020781,2008,3,31,1,1011.0,1227.0,36.0,104.0,697,15.0
2020782,2008,3,31,1,2012.0,2151.0,-11.0,86.0,571,15.0
2020783,2008,4,2,3,2008.0,2101.0,-15.0,42.0,261,15.0
2020784,2008,4,2,3,1658.0,1802.0,4.0,43.0,261,15.0
2020785,2008,4,2,3,1511.0,1607.0,-9.0,41.0,261,15.0
2020786,2008,4,2,3,1834.0,1934.0,-8.0,50.0,261,15.0
2020787,2008,4,3,4,2019.0,2159.0,26.0,85.0,571,15.0
2020788,2008,4,3,4,2230.0,2306.0,7.0,24.0,95,15.0
2020789,2008,4,3,4,552.0,733.0,-7.0,82.0,549,15.0
2020790,2008,4,4,5,1856.0,2003.0,-2.0,101.0,680,15.0
2020791,2008,4,4,5,2039.0,2132.0,-14.0,38.0,234,15.0
2020792,2008,4,4,5,1534.0,1631.0,-4.0,38.0,224,15.0
2020793,2008,4,4,5,1703.0,1758.0,-20.0,39.0,224,15.0
2020794,2008,4,4,5,734.0,912.0,5.0,84.0,571,15.0
2020795,2008,4,4,5,604.0,640.0,0.0,22.0,95,15.0
2020796,2008,4,4,5,1008.0,1429.0,-16.0,182.0,1449,15.0
2020797,2008,4,5,6,1527.0,1725.0,-1.0,98.0,671,15.0
2020798,2008,4,5,6,848.0,1147.0,-13.0,98.0,680,15.0
2020799,2008,4,5,6,702.0,803.0,-12.0,38.0,234,15.0
2020800,2008,4,5,6,1823.0,2048.0,-7.0,126.0,956,15.0
2020801,2008,4,5,6,1245.0,1442.0,-10.0,97.0,671,15.0
2020802,2008,4,6,7,1351.0,1703.0,12.0,166.0,1107,15.0
2020803,2008,4,6,7,1024.0,1312.0,8.0,142.0,1107,15.0
2020804,2008,4,6,7,1757.0,2048.0,27.0,200.0,1449,15.0
2020805,2008,4,6,7,2129.0,2230.0,23.0,41.0,261,15.0
2020806,2008,4,6,7,614.0,915.0,9.0,146.0,956,15.0
2020807,2008,4,7,1,2056.0,2228.0,10.0,58.0,337,15.0
2020808,2008,4,7,1,1706.0,1939.0,-7.0,126.0,954,15.0
2020809,2008,4,7,1,1320.0,1559.0,-26.0,88.0,680,15.0
2020810,2008,4,7,1,1031.0,1104.0,-19.0,23.0,95,15.0
2020811,2008,4,7,1,803.0,947.0,-7.0,91.0,571,15.0
2020812,2008,4,7,1,555.0,709.0,4.0,44.0,261,15.0
2020813,2008,4,7,1,1156.0,1241.0,-13.0,33.0,183,15.0
2020814,2008,4,8,2,1402.0,1626.0,-12.0,130.0,965,15.0
2020815,2008,4,8,2,2100.0,2225.0,140.0,124.0,680,15.0
2020816,2008,4,8,2,2251.0,2354.0,128.0,39.0,234,15.0
2020817,2008,4,8,2,1714.0,2015.0,5.0,157.0,965,15.0
2020818,2008,4,8,2,801.0,924.0,-9.0,59.0,337,15.0
2020819,2008,4,8,2,1034.0,1318.0,10.0,140.0,954,15.0
2020820,2008,4,9,3,1825.0,2032.0,-21.0,111.0,954,15.0
2020821,2008,4,9,3,1521.0,1736.0,10.0,116.0,671,15.0
2020822,2008,4,9,3,859.0,1152.0,-8.0,84.0,680,15.0
2020823,2008,4,9,3,1242.0,1430.0,-22.0,89.0,671,15.0
2020824,2008,4,9,3,701.0,803.0,-12.0,39.0,234,15.0
2020825,2008,4,12,6,2036.0,2253.0,-13.0,123.0,834,15.0
2020826,2008,4,13,7,837.0,1011.0,-21.0,82.0,569,15.0
2020827,2008,4,13,7,613.0,755.0,-11.0,87.0,569,15.0
2020828,2008,4,13,7,1350.0,1514.0,-5.0,73.0,543,15.0
2020829,2008,4,13,7,1106.0,1243.0,-17.0,84.0,543,15.0
2020830,2008,4,13,7,1554.0,1815.0,1.0,119.0,834,15.0
2020831,2008,4,13,7,1936.0,2202.0,-20.0,131.0,954,15.0
2020832,2008,4,14,1,1237.0,1529.0,0.0,145.0,954,15.0
2020833,2008,4,15,2,1903.0,1934.0,2.0,21.0,95,15.0
2020834,2008,4,15,2,2347.0,37.0,-14.0,39.0,261,15.0
2020835,2008,4,15,2,1720.0,1823.0,17.0,45.0,183,15.0
2020836,2008,4,15,2,942.0,1135.0,-16.0,95.0,697,15.0
2020837,2008,4,15,2,1217.0,1429.0,-11.0,117.0,697,15.0
2020838,2008,4,15,2,614.0,903.0,0.0,150.0,954,15.0
2020839,2008,4,15,2,2015.0,2201.0,-1.0,95.0,571,15.0
2020840,2008,4,15,2,1523.0,1646.0,17.0,122.0,680,15.0
2020841,2008,4,16,3,1708.0,1931.0,-15.0,123.0,954,15.0
2020842,2008,4,16,3,1026.0,1103.0,-20.0,25.0,95,15.0
2020843,2008,4,16,3,1336.0,1616.0,-9.0,87.0,680,15.0
2020844,2008,4,16,3,803.0,934.0,-20.0,75.0,571,15.0
2020845,2008,4,16,3,1200.0,1259.0,5.0,46.0,183,15.0
2020846,2008,4,16,3,2052.0,2201.0,-17.0,54.0,337,15.0
2020847,2008,4,16,3,600.0,654.0,-11.0,41.0,261,15.0
2020848,2008,4,17,4,2126.0,2239.0,21.0,55.0,337,15.0
2020849,2008,4,17,4,755.0,908.0,-25.0,54.0,337,15.0
2020850,2008,4,18,5,804.0,917.0,-16.0,55.0,337,15.0
2020851,2008,4,18,5,2034.0,2248.0,-18.0,117.0,834,15.0
2020852,2008,4,19,6,1502.0,1739.0,11.0,139.0,978,15.0
2020853,2008,4,19,6,1814.0,2055.0,-5.0,148.0,978,15.0
2020854,2008,4,19,6,735.0,1015.0,-2.0,134.0,859,15.0
2020855,2008,4,19,6,1053.0,1344.0,-10.0,149.0,978,15.0
2020856,2008,4,20,7,1945.0,2226.0,6.0,137.0,1050,15.0
2020857,2008,4,20,7,953.0,1559.0,89.0,221.0,1721,15.0
2020858,2008,4,20,7,1638.0,1839.0,27.0,225.0,1721,15.0
2020859,2008,4,21,1,1032.0,1625.0,-17.0,209.0,1721,15.0
2020860,2008,4,21,1,1731.0,2010.0,-10.0,243.0,1721,15.0
2020861,2008,4,21,1,623.0,945.0,5.0,177.0,1050,15.0
2020862,2008,4,21,1,2118.0,14.0,50.0,143.0,1050,15.0
2020863,2008,4,22,2,1810.0,2105.0,27.0,136.0,866,15.0
2020864,2008,4,22,2,1258.0,1528.0,36.0,114.0,671,15.0
2020865,2008,4,22,2,2130.0,2348.0,-11.0,119.0,866,15.0
2020866,2008,4,22,2,803.0,1047.0,-28.0,137.0,1050,15.0
2020867,2008,4,22,2,1555.0,1736.0,10.0,87.0,671,15.0
2020868,2008,4,23,3,2124.0,35.0,20.0,221.0,1542,15.0
2020869,2008,4,23,3,1823.0,2001.0,-14.0,84.0,550,15.0
2020870,2008,4,23,3,623.0,845.0,21.0,109.0,679,15.0
2020871,2008,4,25,5,1536.0,1636.0,1.0,39.0,224,15.0
2020872,2008,4,25,5,829.0,923.0,-18.0,41.0,252,15.0
2020873,2008,4,25,5,1905.0,2011.0,6.0,102.0,680,15.0
2020874,2008,4,25,5,654.0,754.0,-7.0,46.0,252,15.0
2020875,2008,4,25,5,2041.0,2131.0,-15.0,37.0,234,15.0
2020876,2008,4,25,5,1714.0,1815.0,-3.0,42.0,224,15.0
2020877,2008,4,25,5,1010.0,1435.0,-10.0,181.0,1449,15.0
2020878,2008,4,26,6,912.0,1201.0,1.0,93.0,680,15.0
2020879,2008,4,26,6,711.0,808.0,-7.0,42.0,234,15.0
2020880,2008,4,26,6,1519.0,1708.0,-18.0,94.0,671,15.0
2020881,2008,4,26,6,1820.0,2044.0,-11.0,126.0,956,15.0
2020882,2008,4,26,6,1247.0,1446.0,-6.0,99.0,671,15.0
2020883,2008,4,27,7,1624.0,1719.0,5.0,98.0,680,15.0
2020884,2008,4,27,7,951.0,1157.0,-13.0,111.0,697,15.0
2020885,2008,4,27,7,2038.0,2212.0,-15.0,78.0,571,15.0
2020886,2008,4,27,7,1925.0,1958.0,-7.0,22.0,95,15.0
2020887,2008,4,27,7,1254.0,1444.0,-21.0,96.0,697,15.0
2020888,2008,4,27,7,1753.0,1845.0,-2.0,36.0,183,15.0
2020889,2008,4,27,7,624.0,853.0,-17.0,133.0,956,15.0
2020890,2008,4,28,1,841.0,936.0,3.0,45.0,252,15.0
2020891,2008,4,28,1,2158.0,2254.0,4.0,41.0,261,15.0
2020892,2008,4,28,1,1744.0,1906.0,-8.0,70.0,503,15.0
2020893,2008,4,28,1,1414.0,1523.0,-1.0,58.0,399,15.0
2020894,2008,4,28,1,1207.0,1320.0,-9.0,63.0,399,15.0
2020895,2008,4,28,1,1605.0,1715.0,8.0,48.0,261,15.0
2020896,2008,4,28,1,2343.0,38.0,-3.0,43.0,261,15.0
2020897,2008,4,28,1,657.0,751.0,-4.0,39.0,252,15.0
2020898,2008,4,28,1,2002.0,2134.0,16.0,73.0,503,15.0
2020899,2008,4,29,2,1311.0,1554.0,-21.0,90.0,680,15.0
2020900,2008,4,29,2,554.0,653.0,-6.0,43.0,261,15.0
2020901,2008,4,29,2,802.0,945.0,-2.0,88.0,571,15.0
2020902,2008,4,29,2,1145.0,1235.0,-7.0,39.0,183,15.0
2020903,2008,4,29,2,1701.0,1939.0,-11.0,141.0,1050,15.0
2020904,2008,4,29,2,1030.0,1110.0,0.0,27.0,95,15.0
2020905,2008,4,30,3,1231.0,1446.0,-6.0,117.0,987,15.0
2020906,2008,4,30,3,2011.0,2326.0,44.0,177.0,987,15.0
2020907,2008,4,30,3,823.0,1142.0,12.0,177.0,1050,15.0
2020908,2008,4,30,3,1529.0,1656.0,-4.0,75.0,421,15.0
2020909,2008,4,30,3,1813.0,1930.0,18.0,58.0,421,15.0
2020910,2008,1,1,2,630.0,917.0,-23.0,146.0,1050,14.0
2020911,2008,1,1,2,1124.0,1808.0,85.0,241.0,1721,14.0
2020912,2008,1,1,2,1911.0,2149.0,83.0,254.0,1721,14.0
2020913,2008,1,2,3,116.0,259.0,319.0,72.0,550,14.0
2020914,2008,1,2,3,618.0,830.0,3.0,112.0,679,14.0
2020915,2008,1,3,4,706.0,936.0,12.0,127.0,834,14.0
2020916,2008,1,3,4,2118.0,2336.0,23.0,122.0,834,14.0
2020917,2008,1,4,5,1718.0,1945.0,50.0,131.0,873,14.0
2020918,2008,1,4,5,2137.0,14.0,-6.0,198.0,1542,14.0
2020919,2008,1,4,5,1359.0,1632.0,45.0,140.0,873,14.0
2020920,2008,1,4,5,604.0,808.0,10.0,104.0,569,14.0
2020921,2008,1,4,5,833.0,1058.0,21.0,78.0,569,14.0
2020922,2008,1,5,6,829.0,916.0,-1.0,32.0,183,14.0
2020923,2008,1,5,6,2029.0,2145.0,2.0,71.0,503,14.0
2020924,2008,1,5,6,1634.0,1727.0,2.0,39.0,261,14.0
2020925,2008,1,5,6,615.0,753.0,9.0,76.0,549,14.0
2020926,2008,1,5,6,1425.0,1529.0,-15.0,52.0,399,14.0
2020927,2008,1,5,6,1001.0,1133.0,-2.0,79.0,539,14.0
2020928,2008,1,5,6,1221.0,1334.0,-14.0,58.0,399,14.0
2020929,2008,1,5,6,1821.0,1949.0,13.0,78.0,503,14.0
2020930,2008,1,5,6,2212.0,2302.0,-21.0,41.0,261,14.0
2020931,2008,1,6,7,601.0,748.0,4.0,74.0,549,14.0
2020932,2008,1,6,7,1231.0,1349.0,1.0,58.0,399,14.0
2020933,2008,1,6,7,1433.0,1541.0,-3.0,57.0,399,14.0
2020934,2008,1,6,7,1759.0,1921.0,-15.0,72.0,503,14.0
2020935,2008,1,6,7,2207.0,2258.0,-25.0,42.0,261,14.0
2020936,2008,1,6,7,2013.0,2127.0,-16.0,70.0,503,14.0
2020937,2008,1,6,7,1630.0,1717.0,-8.0,39.0,261,14.0
2020938,2008,1,7,1,1759.0,2043.0,-15.0,92.0,680,14.0
2020939,2008,1,7,1,1412.0,1447.0,-6.0,25.0,123,14.0
2020940,2008,1,7,1,1632.0,1713.0,-11.0,24.0,82,14.0
2020941,2008,1,7,1,2117.0,2328.0,-29.0,117.0,956,14.0
2020942,2008,1,7,1,1523.0,1540.0,-25.0,8.0,31,14.0
2020943,2008,1,7,1,1125.0,1332.0,12.0,78.0,571,14.0
2020944,2008,1,8,2,1729.0,1935.0,-19.0,100.0,697,14.0
2020945,2008,1,8,2,1005.0,1349.0,-12.0,143.0,1107,14.0
2020946,2008,1,8,2,2018.0,2234.0,-10.0,122.0,697,14.0
2020947,2008,1,8,2,617.0,916.0,7.0,142.0,956,14.0
2020948,2008,1,8,2,1433.0,1647.0,-8.0,164.0,1107,14.0
2020949,2008,1,9,3,605.0,813.0,-14.0,99.0,679,14.0
2020950,2008,1,9,3,2128.0,22.0,2.0,213.0,1542,14.0
2020951,2008,1,9,3,1841.0,2035.0,21.0,91.0,550,14.0
2020952,2008,1,10,4,1430.0,1538.0,-6.0,55.0,399,14.0
2020953,2008,1,10,4,2022.0,2140.0,-3.0,71.0,503,14.0
2020954,2008,1,10,4,2218.0,2311.0,-12.0,42.0,261,14.0
2020955,2008,1,10,4,1650.0,1752.0,27.0,38.0,261,14.0
2020956,2008,1,10,4,1813.0,1937.0,1.0,71.0,503,14.0
2020957,2008,1,10,4,1234.0,1354.0,6.0,62.0,399,14.0
2020958,2008,1,11,5,117.0,544.0,-1.0,182.0,1449,14.0
2020959,2008,1,11,5,652.0,759.0,-5.0,110.0,680,14.0
2020960,2008,1,11,5,1006.0,1032.0,-8.0,9.0,31,14.0
2020961,2008,1,11,5,1233.0,1436.0,6.0,102.0,571,14.0
2020962,2008,1,11,5,1108.0,1148.0,-16.0,27.0,123,14.0
2020963,2008,1,11,5,838.0,946.0,13.0,43.0,82,14.0
2020964,2008,1,11,5,1653.0,1740.0,-10.0,35.0,213,14.0
2020965,2008,1,11,5,1815.0,1906.0,-14.0,42.0,199,14.0
2020966,2008,1,11,5,1529.0,1629.0,11.0,35.0,160,14.0
2020967,2008,1,11,5,1951.0,2308.0,-18.0,121.0,909,14.0
2020968,2008,1,12,6,1824.0,2024.0,-12.0,97.0,679,14.0
2020969,2008,1,12,6,2109.0,2225.0,-13.0,64.0,421,14.0
2020970,2008,1,12,6,952.0,1121.0,-12.0,68.0,371,14.0
2020971,2008,1,12,6,1411.0,1659.0,-14.0,150.0,978,14.0
2020972,2008,1,12,6,636.0,916.0,-10.0,141.0,978,14.0
2020973,2008,1,12,6,1206.0,1322.0,-18.0,63.0,371,14.0
2020974,2008,1,13,7,2000.0,2116.0,28.0,50.0,224,14.0
2020975,2008,1,13,7,1801.0,1857.0,-1.0,35.0,224,14.0
2020976,2008,1,13,7,1444.0,1543.0,44.0,42.0,224,14.0
2020977,2008,1,13,7,907.0,1110.0,-15.0,101.0,679,14.0
2020978,2008,1,13,7,657.0,827.0,-5.0,73.0,421,14.0
2020979,2008,1,13,7,2200.0,17.0,20.0,125.0,956,14.0
2020980,2008,1,13,7,1204.0,1303.0,-9.0,39.0,224,14.0
2020981,2008,1,14,1,1008.0,1234.0,1.0,131.0,978,14.0
2020982,2008,1,14,1,1908.0,2153.0,7.0,132.0,838,14.0
2020983,2008,1,14,1,1624.0,1830.0,-16.0,111.0,838,14.0
2020984,2008,1,14,1,611.0,857.0,-12.0,147.0,956,14.0
2020985,2008,1,14,1,1310.0,1544.0,-5.0,137.0,859,14.0
2020986,2008,1,15,2,1650.0,2010.0,5.0,177.0,1050,14.0
2020987,2008,1,15,2,2046.0,2313.0,-18.0,127.0,1050,14.0
2020988,2008,1,15,2,637.0,900.0,-13.0,118.0,933,14.0
2020989,2008,1,16,3,1726.0,1949.0,-37.0,236.0,1721,14.0
2020990,2008,1,16,3,619.0,938.0,-2.0,171.0,1050,14.0
2020991,2008,1,16,3,1030.0,1631.0,-12.0,220.0,1721,14.0
2020992,2008,1,17,4,2329.0,225.0,491.0,246.0,1721,14.0
2020993,2008,1,17,4,1051.0,1650.0,140.0,217.0,1721,14.0
2020994,2008,1,18,5,2117.0,27.0,7.0,232.0,1542,14.0
2020995,2008,1,18,5,621.0,819.0,-8.0,96.0,679,14.0
2020996,2008,1,18,5,1830.0,2021.0,7.0,87.0,550,14.0
2020997,2008,1,19,6,1016.0,1257.0,12.0,137.0,933,14.0
2020998,2008,1,19,6,2144.0,2323.0,65.0,80.0,550,14.0
2020999,2008,1,19,6,1527.0,1741.0,114.0,120.0,873,14.0
2021000,2008,1,19,6,129.0,525.0,-20.0,163.0,1449,14.0
2021001,2008,1,19,6,639.0,919.0,-6.0,139.0,1050,14.0
2021002,2008,1,19,6,1829.0,2059.0,124.0,131.0,873,14.0
2021003,2008,1,21,1,755.0,928.0,-1.0,56.0,337,14.0
2021004,2008,1,21,1,2029.0,2245.0,-28.0,122.0,834,14.0
2021005,2008,1,22,2,1053.0,1332.0,-26.0,141.0,978,14.0
2021006,2008,1,22,2,1433.0,1708.0,-12.0,139.0,978,14.0
2021007,2008,1,22,2,739.0,1007.0,-7.0,127.0,859,14.0
2021008,2008,1,22,2,1759.0,2040.0,-21.0,146.0,978,14.0
2021009,2008,1,24,4,2028.0,2331.0,71.0,143.0,954,14.0
2021010,2008,1,25,5,2152.0,49.0,29.0,216.0,1542,14.0
2021011,2008,1,25,5,1920.0,2057.0,43.0,74.0,550,14.0
2021012,2008,1,25,5,610.0,843.0,16.0,119.0,679,14.0
2021013,2008,1,26,6,559.0,751.0,7.0,96.0,549,14.0
2021014,2008,1,26,6,959.0,1115.0,-20.0,65.0,539,14.0
2021015,2008,1,26,6,2006.0,2126.0,-17.0,64.0,503,14.0
2021016,2008,1,26,6,2207.0,2256.0,-27.0,38.0,261,14.0
2021017,2008,1,26,6,1224.0,1344.0,-4.0,69.0,399,14.0
2021018,2008,1,26,6,828.0,912.0,-5.0,36.0,183,14.0
2021019,2008,1,26,6,1624.0,1723.0,-2.0,46.0,261,14.0
2021020,2008,1,26,6,1751.0,1927.0,-9.0,81.0,503,14.0
2021021,2008,1,26,6,1426.0,1525.0,-19.0,50.0,399,14.0
